score,ok,max_att,threshold,lookahead,release,knee,bias,noise,signal,ssnr
2.5905464945774135,False,24.0,3.0,0,20.0,12.0,1.2,-0.9753994580996169,-0.43200149986306285,9.169887328060067
2.580927409704106,False,18.0,6.0,4,40.0,6.0,1.2,-3.7239830561780067,-0.7830667566454608,8.317383871757816
2.57542577959898,False,18.0,9.0,4,40.0,6.0,1.2,-7.940786063731573,-1.2967072244544153,6.976692254641901
2.571470148121441,False,30.0,6.0,4,20.0,12.0,1.0,-1.520539962858232,-0.42449262652869607,8.876515592451224
2.571334869522291,False,24.0,3.0,2,40.0,6.0,1.2,-0.5963286825481112,-0.23674252259158046,9.056928437401035
2.569635960830288,False,24.0,9.0,4,40.0,12.0,1.2,-6.442255188892822,-1.1623752476231064,7.521564817429968
2.569060963918224,False,24.0,12.0,4,80.0,12.0,1.5,-11.823131220536789,-2.2843788051020812,6.513844639370414
2.5634685008468194,False,12.0,9.0,4,20.0,12.0,1.5,-4.60987976571584,-1.0870315918032256,8.321653315296903
2.5611426332277833,False,24.0,9.0,2,40.0,6.0,1.5,-14.20510118168792,-2.047068770557422,4.96293544163264
2.5590364796068257,False,12.0,9.0,0,40.0,12.0,1.0,-2.888585705859142,-0.9672065697710833,9.000346801557042
2.5542888593670234,False,30.0,9.0,4,40.0,12.0,1.2,-7.982375057928813,-1.292212021446613,6.9385864929156
2.540782073051605,False,24.0,6.0,4,40.0,6.0,1.0,-2.0481845973328303,-0.4798018737335614,8.680313108486304
2.5342869476315815,False,30.0,3.0,0,40.0,12.0,1.2,-0.9387524660201271,-0.41144524021316103,9.129246661152044
2.5297063358426333,False,24.0,3.0,2,80.0,6.0,1.5,-2.979096998462729,-0.7007512387526432,8.540743086845492
2.5198212404851468,False,24.0,12.0,4,40.0,12.0,1.2,-10.16277679702821,-1.6544126437915,6.374452747442294
2.5163338239134507,False,24.0,6.0,2,80.0,6.0,1.2,-4.984116776890842,-0.9898872215283964,7.965250915830474
2.5157585783898577,False,30.0,6.0,2,40.0,12.0,1.0,-1.6766078768063901,-0.511043526415508,8.90045220044157
2.493099655205733,False,18.0,12.0,4,40.0,12.0,1.2,-7.671027558831773,-1.436765419628718,7.280495737656632
